[2019-12-17 10:32:48,600]{/home/alta2/Foldr Flask/New_blueprints/app.py:18} WARNING - REQUEST_LOG	{"request": {}, "response": [{"created_at": "2019-12-17 10:32:44.213416", "updated_at": null, "deleted_at": null, "client_id": 1, "client_key": "CLIENT01", "client_secret": "SECRET01", "status": true}, {"created_at": "2019-12-17 10:32:44.213438", "updated_at": null, "deleted_at": null, "client_id": 2, "client_key": "CLIENT02", "client_secret": "SECRET02", "status": true}, {"created_at": "2019-12-17 10:32:44.213443", "updated_at": null, "deleted_at": null, "client_id": 3, "client_key": "CLIENT03", "client_secret": "SECRET03", "status": true}, {"created_at": "2019-12-17 10:32:44.213448", "updated_at": null, "deleted_at": null, "client_id": 4, "client_key": "CLIENT04", "client_secret": "SECRET04", "status": true}, {"created_at": "2019-12-17 10:32:44.213454", "updated_at": null, "deleted_at": null, "client_id": 5, "client_key": "CLIENT05", "client_secret": "SECRET05", "status": true}, {"created_at": "2019-12-17 10:32:44.213458", "updated_at": null, "deleted_at": null, "client_id": 6, "client_key": "CLIENT06", "client_secret": "SECRET06", "status": true}, {"created_at": "2019-12-17 10:32:44.213462", "updated_at": null, "deleted_at": null, "client_id": 7, "client_key": "CLIENT07", "client_secret": "SECRET07", "status": true}, {"created_at": "2019-12-17 10:32:44.213466", "updated_at": null, "deleted_at": null, "client_id": 8, "client_key": "CLIENT08", "client_secret": "SECRET08", "status": true}, {"created_at": "2019-12-17 10:32:44.213470", "updated_at": null, "deleted_at": null, "client_id": 9, "client_key": "CLIENT09", "client_secret": "SECRET09", "status": true}, {"created_at": "2019-12-17 10:32:44.213474", "updated_at": null, "deleted_at": null, "client_id": 10, "client_key": "CLIENT010", "client_secret": "SECRET010", "status": true}]}
[2019-12-17 10:35:29,392]{/home/alta2/Foldr Flask/New_blueprints/app.py:18} WARNING - REQUEST_LOG	{"request": {}, "response": null}
[2019-12-17 11:08:34,078]{/home/alta2/Foldr Flask/New_blueprints/app.py:18} WARNING - REQUEST_LOG	{"request": {}, "response": [{"created_at": "2019-12-17 11:08:23.159295", "updated_at": null, "deleted_at": null, "client_id": 1, "client_key": "CLIENT01", "client_secret": "SECRET01", "status": true}, {"created_at": "2019-12-17 11:08:23.159316", "updated_at": null, "deleted_at": null, "client_id": 2, "client_key": "CLIENT02", "client_secret": "SECRET02", "status": true}, {"created_at": "2019-12-17 11:08:23.159322", "updated_at": null, "deleted_at": null, "client_id": 3, "client_key": "CLIENT03", "client_secret": "SECRET03", "status": true}, {"created_at": "2019-12-17 11:08:23.159326", "updated_at": null, "deleted_at": null, "client_id": 4, "client_key": "CLIENT04", "client_secret": "SECRET04", "status": true}, {"created_at": "2019-12-17 11:08:23.159333", "updated_at": null, "deleted_at": null, "client_id": 5, "client_key": "CLIENT05", "client_secret": "SECRET05", "status": true}, {"created_at": "2019-12-17 11:08:23.159337", "updated_at": null, "deleted_at": null, "client_id": 6, "client_key": "CLIENT06", "client_secret": "SECRET06", "status": true}, {"created_at": "2019-12-17 11:08:23.159341", "updated_at": null, "deleted_at": null, "client_id": 7, "client_key": "CLIENT07", "client_secret": "SECRET07", "status": true}, {"created_at": "2019-12-17 11:08:23.159344", "updated_at": null, "deleted_at": null, "client_id": 8, "client_key": "CLIENT08", "client_secret": "SECRET08", "status": true}, {"created_at": "2019-12-17 11:08:23.159348", "updated_at": null, "deleted_at": null, "client_id": 9, "client_key": "CLIENT09", "client_secret": "SECRET09", "status": true}, {"created_at": "2019-12-17 11:08:23.159352", "updated_at": null, "deleted_at": null, "client_id": 10, "client_key": "CLIENT010", "client_secret": "SECRET010", "status": true}]}
[2019-12-17 11:09:08,468]{/home/alta2/Foldr Flask/New_blueprints/app.py:22} INFO - REQUEST_LOG	{"request": {}, "response": [{"created_at": "2019-12-17 11:09:05.634813", "updated_at": null, "deleted_at": null, "client_id": 1, "client_key": "CLIENT01", "client_secret": "SECRET01", "status": true}, {"created_at": "2019-12-17 11:09:05.634834", "updated_at": null, "deleted_at": null, "client_id": 2, "client_key": "CLIENT02", "client_secret": "SECRET02", "status": true}, {"created_at": "2019-12-17 11:09:05.634840", "updated_at": null, "deleted_at": null, "client_id": 3, "client_key": "CLIENT03", "client_secret": "SECRET03", "status": true}, {"created_at": "2019-12-17 11:09:05.634844", "updated_at": null, "deleted_at": null, "client_id": 4, "client_key": "CLIENT04", "client_secret": "SECRET04", "status": true}, {"created_at": "2019-12-17 11:09:05.634848", "updated_at": null, "deleted_at": null, "client_id": 5, "client_key": "CLIENT05", "client_secret": "SECRET05", "status": true}, {"created_at": "2019-12-17 11:09:05.634852", "updated_at": null, "deleted_at": null, "client_id": 6, "client_key": "CLIENT06", "client_secret": "SECRET06", "status": true}, {"created_at": "2019-12-17 11:09:05.634856", "updated_at": null, "deleted_at": null, "client_id": 7, "client_key": "CLIENT07", "client_secret": "SECRET07", "status": true}, {"created_at": "2019-12-17 11:09:05.634860", "updated_at": null, "deleted_at": null, "client_id": 8, "client_key": "CLIENT08", "client_secret": "SECRET08", "status": true}, {"created_at": "2019-12-17 11:09:05.634863", "updated_at": null, "deleted_at": null, "client_id": 9, "client_key": "CLIENT09", "client_secret": "SECRET09", "status": true}, {"created_at": "2019-12-17 11:09:05.634867", "updated_at": null, "deleted_at": null, "client_id": 10, "client_key": "CLIENT010", "client_secret": "SECRET010", "status": true}]}
[2019-12-17 12:22:36,186]{/home/alta2/Foldr Flask/New_blueprints/app.py:22} INFO - REQUEST_LOG	{"request": {}, "response": null}
[2019-12-17 12:28:11,356]{/home/alta2/Foldr Flask/New_blueprints/app.py:18} WARNING - REQUEST_LOG	{"request": {}, "response": {"message": "The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again."}}
[2019-12-17 12:28:38,430]{/home/alta2/Foldr Flask/New_blueprints/app.py:18} WARNING - REQUEST_LOG	{"request": {}, "response": [{"created_at": "2019-12-17 12:28:08.662934", "updated_at": null, "deleted_at": null, "client_id": 1, "client_key": "CLIENT01", "client_secret": "SECRET01", "status": true}, {"created_at": "2019-12-17 12:28:08.662955", "updated_at": null, "deleted_at": null, "client_id": 2, "client_key": "CLIENT02", "client_secret": "SECRET02", "status": true}, {"created_at": "2019-12-17 12:28:08.662961", "updated_at": null, "deleted_at": null, "client_id": 3, "client_key": "CLIENT03", "client_secret": "SECRET03", "status": true}, {"created_at": "2019-12-17 12:28:08.662969", "updated_at": null, "deleted_at": null, "client_id": 4, "client_key": "CLIENT04", "client_secret": "SECRET04", "status": true}, {"created_at": "2019-12-17 12:28:08.662974", "updated_at": null, "deleted_at": null, "client_id": 5, "client_key": "CLIENT05", "client_secret": "SECRET05", "status": true}, {"created_at": "2019-12-17 12:28:08.662978", "updated_at": null, "deleted_at": null, "client_id": 6, "client_key": "CLIENT06", "client_secret": "SECRET06", "status": true}, {"created_at": "2019-12-17 12:28:08.662982", "updated_at": null, "deleted_at": null, "client_id": 7, "client_key": "CLIENT07", "client_secret": "SECRET07", "status": true}, {"created_at": "2019-12-17 12:28:08.662987", "updated_at": null, "deleted_at": null, "client_id": 8, "client_key": "CLIENT08", "client_secret": "SECRET08", "status": true}, {"created_at": "2019-12-17 12:28:08.662991", "updated_at": null, "deleted_at": null, "client_id": 9, "client_key": "CLIENT09", "client_secret": "SECRET09", "status": true}, {"created_at": "2019-12-17 12:28:08.662995", "updated_at": null, "deleted_at": null, "client_id": 10, "client_key": "CLIENT010", "client_secret": "SECRET010", "status": true}]}
[2019-12-17 12:33:43,549]{/home/alta2/Foldr Flask/New_blueprints/app.py:19} WARNING - REQUEST_LOG	{"status_code": 404, "method": "GET", "request": {}, "response": {"message": "The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again."}}
[2019-12-17 12:34:06,106]{/home/alta2/Foldr Flask/New_blueprints/app.py:19} WARNING - REQUEST_LOG	{"status_code": 200, "method": "GET", "request": {}, "response": [{"created_at": "2019-12-17 12:33:38.778578", "updated_at": null, "deleted_at": null, "client_id": 1, "client_key": "CLIENT01", "client_secret": "SECRET01", "status": true}, {"created_at": "2019-12-17 12:33:38.778604", "updated_at": null, "deleted_at": null, "client_id": 2, "client_key": "CLIENT02", "client_secret": "SECRET02", "status": true}, {"created_at": "2019-12-17 12:33:38.778611", "updated_at": null, "deleted_at": null, "client_id": 3, "client_key": "CLIENT03", "client_secret": "SECRET03", "status": true}, {"created_at": "2019-12-17 12:33:38.778617", "updated_at": null, "deleted_at": null, "client_id": 4, "client_key": "CLIENT04", "client_secret": "SECRET04", "status": true}, {"created_at": "2019-12-17 12:33:38.778622", "updated_at": null, "deleted_at": null, "client_id": 5, "client_key": "CLIENT05", "client_secret": "SECRET05", "status": true}, {"created_at": "2019-12-17 12:33:38.778627", "updated_at": null, "deleted_at": null, "client_id": 6, "client_key": "CLIENT06", "client_secret": "SECRET06", "status": true}, {"created_at": "2019-12-17 12:33:38.778632", "updated_at": null, "deleted_at": null, "client_id": 7, "client_key": "CLIENT07", "client_secret": "SECRET07", "status": true}, {"created_at": "2019-12-17 12:33:38.778637", "updated_at": null, "deleted_at": null, "client_id": 8, "client_key": "CLIENT08", "client_secret": "SECRET08", "status": true}, {"created_at": "2019-12-17 12:33:38.778642", "updated_at": null, "deleted_at": null, "client_id": 9, "client_key": "CLIENT09", "client_secret": "SECRET09", "status": true}, {"created_at": "2019-12-17 12:33:38.778646", "updated_at": null, "deleted_at": null, "client_id": 10, "client_key": "CLIENT010", "client_secret": "SECRET010", "status": true}]}
[2019-12-17 12:37:42,057]{/home/alta2/Foldr Flask/New_blueprints/app.py:26} WARNING - REQUEST_LOG	{"status_code": 404, "method": "GET", "request": {}, "response": {"message": "The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again."}}
[2019-12-17 12:38:14,400]{/home/alta2/Foldr Flask/New_blueprints/app.py:26} WARNING - REQUEST_LOG	{"status_code": 404, "method": "GET", "request": {}, "response": {"message": "The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again."}}
